,site_name,site_id,site_type,region,strand,transcript_name,transcript_id
12575,garPLRK-rnpB terminator,TU482,Rho-Independent-Terminators,"(3269959, 3269992)",-,garPLRK-rnpB,TU482
12576,REP65b,REP65B,Repeat-Regions,"(715329, 715362)",-,,
12577,ArcA-Pasp54 DNA-binding-site 52 bases downstream of ndhp,TU00158,DNA-Binding-Sites,"(1166036, 1166051)",+,ndh,TU00158
12578,exbBD terminator,TU00265,Rho-Independent-Terminators,"(3150552, 3150576)",-,exbBD; exbD,TU00265; TU0-2562
12579,LldR DNA-binding-site 97 bases upstream of lldPp,TU164,DNA-Binding-Sites,"(3777181, 3777204)",+,lldPRD,TU164
12580,bglGFB terminator,TU0-4802,Rho-Independent-Terminators,"(3902249, 3902292)",-,bglGFB,TU0-4802
12581,REP156b,REP156B,Repeat-Regions,"(2236601, 2236636)",-,,
12582,Lrp DNA-binding-site 319 bases upstream of ompCp3,TU00477,DNA-Binding-Sites,"(2313199, 2313214)",-,ompC; ompC; ompC,TU00477; TU00476; TU00049
12583,lacYA terminator (TERM0223),TU0-14521,Rho-Independent-Terminators,"(361140, 361179)",-,lacYA; lacZYA; lacZYA; lacZYA; lacZYA,TU0-14521; TU0-4703; TU0-4702; TU0-4701; TU00036
12584,H-NS DNA-binding-site regulating ydePp,TU0-7741,DNA-Binding-Sites,,-,ydeP,TU0-7741
12585,isrC-flu terminator,TU0-2701,Rho-Independent-Terminators,"(2071478, 2071511)",+,isrC-flu,TU0-2701
12586,REP50a,REP50A,Repeat-Regions,"(543088, 543120)",+,,
12587,Lrp DNA-binding-site (BS0-10271),javascript:void(0);,DNA-Binding-Sites,,,,
12588,ompF terminator,TU0-45229,Rho-Independent-Terminators,"(985831, 985885)",-,ompF; ompF,TU0-45229; TU00050
12589,SutR DNA-binding-site regulating fliAp1,TU00415,DNA-Binding-Sites,,-,fliAZY,TU00415
12590,rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF terminator,TU0-45227,Rho-Independent-Terminators,"(3423371, 3423425)",-,rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF; rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF; rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF,TU0-45227; TU0-1191; TU0-1192
12591,REP144d,REP144D,Repeat-Regions,"(2118618, 2118652)",-,,
12592,GlaR DNA-binding-site regulating ygiV,TU0-13833,DNA-Binding-Sites,"(3169200, 3169215)",-,ygiV,TU0-13833
12593,asnT terminator,TU00497,Rho-Independent-Terminators,"(2044704, 2044750)",+,asnT,TU00497
12594,CpxR-phosphorylated DNA-binding-site (BS0-10704),javascript:void(0);,DNA-Binding-Sites,"(1490705, 1490721)",,,
12595,aspV terminator,TU00489,Rho-Independent-Terminators,"(237031, 237067)",+,aspV,TU00489
12596,REP36,REP36,Repeat-Regions,"(422373, 422405)",-,,
12597,Nac DNA-binding-site (BS0-9795),javascript:void(0);,DNA-Binding-Sites,"(34087, 34104)",,,
12598,lgt-thyA terminator,TU00295,Rho-Independent-Terminators,"(2964320, 2964339)",-,lgt-thyA; thyA,TU00295; TU0-42616
12599,PhoP-Pasp51 DNA-binding-site 191.5 bases upstream of fadLp,TU00080,DNA-Binding-Sites,"(2461005, 2461023)",+,fadL,TU00080
12600,acpP terminator,TU0-42537,Rho-Independent-Terminators,"(1151860, 1151887)",+,acpP,TU0-42537
12601,REP132,REP132,Repeat-Regions,"(1852563, 1852598)",-,,
12602,TyrR-tyr DNA-binding-site 41.5 bases upstream of tyrPp1,TU00088,DNA-Binding-Sites,"(1989595, 1989613)",+,tyrP,TU00088
12603,yciCB terminator,TU0-13190,Rho-Independent-Terminators,"(1312261, 1312300)",-,yciCB,TU0-13190
12604,H-NS DNA-binding-site 182 bases upstream of hnsp,TU00139,DNA-Binding-Sites,"(1293133, 1293148)",-,hns,TU00139
12605,rpsB-tsf terminator,TU00345,Rho-Independent-Terminators,"(191721, 191738)",+,rpsB-tsf,TU00345
12606,REP352d,REP352D,Repeat-Regions,"(4614407, 4614443)",+,,
12607,GalS-galactose DNA-binding-site 8.5 bases downstream of galRp,TU0-881,DNA-Binding-Sites,"(2976569, 2976585)",+,galR,TU0-881
12608,cysK terminator,TU00079,Rho-Independent-Terminators,"(2533409, 2533424)",+,cysK; cysK,TU00079; TU0-14642
12609,CaiF-L-carnitine DNA-binding-site 117.5 bases upstream of fixAp,TU142,DNA-Binding-Sites,"(42200, 42216)",+,fixABCX; caiTABCDE,TU142; TU00247
12610,rhoL terminator (TERM0-1086),TU0-42518,Rho-Independent-Terminators,"(3966856, 3966876)",+,rhoL,TU0-42518
12611,REP102b,REP102B,Repeat-Regions,"(1165788, 1165814)",+,,
12612,NagC DNA-binding-site 13 bases downstream of ptsHp,TU0-45232,DNA-Binding-Sites,"(2533502, 2533525)",+,ptsHI-crr; ptsHI-crr; ptsHI-crr; ptsHI-crr,TU0-45232; TU00481; TU00479; TU00480
12613,cspA terminator,TU0-1582,Rho-Independent-Terminators,"(3720286, 3720313)",+,cspA; cspA,TU0-1582; TU0-1581
12614,Lrp DNA-binding-site (BS0-10255),javascript:void(0);,DNA-Binding-Sites,,,,
12615,cynTS terminator,TU0-14378,Rho-Independent-Terminators,"(360253, 360278)",+,cynTS,TU0-14378
12616,REP338b,REP338B,Repeat-Regions,"(4460466, 4460499)",-,,
12617,NtrC-Pasp DNA-binding-site 543 bases upstream of patAp2,TU0-45258,DNA-Binding-Sites,"(3218907, 3218924)",+,patA; patA,TU0-45258; TU0-3341
12618,metY terminator (METYT1),TU0-8476,Rho-Independent-Terminators,"(3318072, 3318087)",-,metY; metY,TU0-8476; TU343
12619,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site regulating sgcXBCQAER,TU0-14193,DNA-Binding-Sites,"(4531717, 4531739)",-,sgcXBCQAER,TU0-14193
12620,glmUS terminator,TU00488,Rho-Independent-Terminators,"(3911810, 3911830)",-,glmUS; glmUS,TU00488; TU00280
12621,REP329a,REP329A,Repeat-Regions,"(4374499, 4374532)",+,,
12622,CpxR-phosphorylated DNA-binding-site (BS0-10688),javascript:void(0);,DNA-Binding-Sites,"(3922655, 3922671)",,,
12623,malS terminator (TERM55),TU00137,Rho-Independent-Terminators,"(3739530, 3739570)",+,malS,TU00137
12624,Nac DNA-binding-site (BS0-9779),javascript:void(0);,DNA-Binding-Sites,"(3100868, 3100885)",,,
12625,fldA-uof-fur terminator (TERM3),TU0-1282,Rho-Independent-Terminators,"(710162, 710180)",-,fldA-uof-fur; fur; uof-fur; fur,TU0-1282; TU0-1283; TU0-1281; TU00121
12626,REP324b,REP324B,Repeat-Regions,"(4323298, 4323333)",+,,
12627,CpxR-phosphorylated DNA-binding-site 67 bases upstream of cpxRp2,TU0-45281,DNA-Binding-Sites,"(4105746, 4105761)",-,cpxRA; cpxPQ; cpxRA,TU0-45281; TU0-1041; TU0-3
12628,gadBC terminator,TU0-45231,Rho-Independent-Terminators,"(1568904, 1568930)",-,gadBC; gadC; gadBC,TU0-45231; TU0-41793; TU369
12629,FadR DNA-binding-site 9 bases downstream of fadLp,TU00080,DNA-Binding-Sites,"(2461205, 2461222)",+,fadL,TU00080
12630,glpFKX terminator,TU00173,Rho-Independent-Terminators,"(4114527, 4114548)",-,glpFKX,TU00173
12631,REP320b,REP320B,Repeat-Regions,"(4285344, 4285379)",+,,
12632,CpxR-phosphorylated DNA-binding-site 254 bases upstream of yidQp,TU0-6003,DNA-Binding-Sites,"(3867282, 3867299)",+,yidQ,TU0-6003
12633,aes terminator,TU0-5421,Rho-Independent-Terminators,"(498945, 498980)",-,aes,TU0-5421
12634,Fis DNA-binding-site 2 bases upstream of pflBp1,TU00380,DNA-Binding-Sites,"(953574, 953589)",-,pflB,TU00380
12635,recA terminator,TU00062,Rho-Independent-Terminators,"(2822670, 2822687)",-,recA,TU00062
12636,REPv75a,REPV75A,Repeat-Regions,"(832290, 832318)",+,,
12637,Fnr DNA-binding-site regulating sucAp,TU0-42509,DNA-Binding-Sites,,+,sucAB; sucABCD-sdhX,TU0-42509; TU00103
12638,yecF terminator,TU0-8716,Rho-Independent-Terminators,"(1996034, 1996088)",+,yecF,TU0-8716
12639,Lrp-leu DNA-binding-site regulating avtAp,TU0-13984,DNA-Binding-Sites,,+,avtA,TU0-13984
12640,nusA-infB terminator,TU0-44226,Rho-Independent-Terminators,"(3313185, 3313239)",-,nusA-infB; infB; metY-yhbC-nusA-infB; rimP-nusA-infB,TU0-44226; TU0-44225; TU00517; TU00311
12641,REP315c,REP315C,Repeat-Regions,"(4245185, 4245218)",-,,
12642,Lrp DNA-binding-site (BS0-10239),javascript:void(0);,DNA-Binding-Sites,,,,
12643,raiAZ terminator,TU0-13677,Rho-Independent-Terminators,"(2737498, 2737552)",+,raiAZ,TU0-13677
12644,CsgD DNA-binding-site 17.5 bases downstream of flgMp,TU0-1544,DNA-Binding-Sites,"(1130142, 1130156)",-,flgMN,TU0-1544
12645,serX terminator (TERM0-1238),TU00510,Rho-Independent-Terminators,"(1097160, 1097199)",-,serX,TU00510
12646,REPv353a,REPV353A,Repeat-Regions,"(4618118, 4618146)",+,,
12647,Nac DNA-binding-site regulating yraH,TU0-13873,DNA-Binding-Sites,"(3287383, 3287400)",+,yraH,TU0-13873
12648,fdhF terminator,TU00152,Rho-Independent-Terminators,"(4297178, 4297211)",-,fdhF,TU00152
12649,YgfI DNA-binding-site 29.5 bases downstream of dhaKp,TU0-7981,DNA-Binding-Sites,"(1250908, 1250924)",-,dhaKLM,TU0-7981
12650,rplY terminator,TU0-13557,Rho-Independent-Terminators,"(2282824, 2282836)",+,rplY,TU0-13557
12651,REP308b,REP308B,Repeat-Regions,"(4148476, 4148512)",-,,
12652,Lrp DNA-binding-site (BS0-9763),javascript:void(0);,DNA-Binding-Sites,"(4259121, 4259136)",,,
12653,agrA terminator,TU0-42529,Rho-Independent-Terminators,"(3648117, 3648144)",+,agrA,TU0-42529
12654,DNA-binding transcriptional dual regulator Fur DNA-binding-site 34 bases upstream of sdhCp,TU00524,DNA-Binding-Sites,"(754915, 754934)",+,sdhCDAB-sucABCD-sdhX,TU00524
12655,trpLEDCBA terminator,TU00067,Rho-Independent-Terminators,"(1316383, 1316408)",-,trpLEDCBA,TU00067
12656,REPv293a,REPV293A,Repeat-Regions,"(4050034, 4050062)",+,,
12657,TyrR DNA-binding-site 51.5 bases upstream of tyrRp,TU00068,DNA-Binding-Sites,"(1386632, 1386650)",+,tyrR,TU00068
12658,mtlADR terminator (TERM0-1125),TU00193,Rho-Independent-Terminators,"(3776401, 3776419)",+,mtlADR,TU00193
12659,Lrp-leu DNA-binding-site regulating csiDp,TU0-4001,DNA-Binding-Sites,,+,csiD-ygaF-gabDTP,TU0-4001
12660,ansB terminator,TU00075,Rho-Independent-Terminators,"(3099654, 3099674)",-,ansB; ansB,TU00075; TU0-6569
12661,REP299e,REP299E,Repeat-Regions,"(4094501, 4094534)",-,,
12662,Fis DNA-binding-site 110 bases upstream of hlyEp,TU581,DNA-Binding-Sites,"(1230569, 1230584)",-,hlyE,TU581
12663,pyrLBI attenuator,TU00485,Rho-Independent-Terminators,"(4472426, 4472445)",-,pyrLBI; pyrLBI,TU00485; TU00484
12664,Fnr DNA-binding-site 75 bases upstream of narXp,TU00156,DNA-Binding-Sites,"(1277845, 1277859)",-,narXL,TU00156
12665,glgS terminator,TU00420,Rho-Independent-Terminators,"(3191716, 3191735)",-,glgS; glgS,TU00420; TU00279
12666,REPv258b,REPV258B,Repeat-Regions,"(3592635, 3592663)",-,,
12667,PhoP-Pasp51 DNA-binding-site 34.5 bases downstream of ydePp,TU0-7741,DNA-Binding-Sites,"(1586622, 1586640)",-,ydeP,TU0-7741
12668,trpR terminator,TU00220,Rho-Independent-Terminators,"(4633111, 4633144)",+,trpR,TU00220
12669,Lrp DNA-binding-site (BS0-10224),javascript:void(0);,DNA-Binding-Sites,,,,
12670,glyA terminator,TU00192,Rho-Independent-Terminators,"(2684075, 2684093)",-,glyA,TU00192
12671,REP291a,REP291A,Repeat-Regions,"(4027323, 4027358)",+,,
12672,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 112.5 bases upstream of cspDp,TU0-6486,DNA-Binding-Sites,"(922778, 922800)",-,cspD,TU0-6486
12673,tyrB terminator,TU00087,Rho-Independent-Terminators,"(4268317, 4268340)",+,tyrB,TU00087
12674,Nac DNA-binding-site regulating yhiJ,TU0-13953,DNA-Binding-Sites,"(3632989, 3633006)",-,yhiJ,TU0-13953
12675,frdABCD terminator,TU0-45225,Rho-Independent-Terminators,"(4378966, 4378987)",-,frdABCD; frdABCD,TU0-45225; TU00023
12676,REPv222c,REPV222C,Repeat-Regions,"(3150668, 3150696)",-,,
12677,YgfI DNA-binding-site 250 bases downstream of dinJp,TU0-12849,DNA-Binding-Sites,"(246361, 246372)",-,dinJ-yafQ,TU0-12849
12678,nuoMN terminator,TU0-14531,Rho-Independent-Terminators,"(2390005, 2390023)",-,nuoMN; nuoABCEFGHIJKLMN; nuoABCEFGHIJKLMN,TU0-14531; TU00310; TU00448
12679,Lrp DNA-binding-site (BS0-9747),javascript:void(0);,DNA-Binding-Sites,"(1712526, 1712541)",,,
12680,phoH terminator,TU866,Rho-Independent-Terminators,"(1086071, 1086095)",+,phoH; phoH,TU866; TU864
12681,REP272,REP272,Repeat-Regions,"(3777065, 3777098)",-,,
12682,DNA-binding transcriptional dual regulator Fur DNA-binding-site 18 bases upstream of sufAp,TU0-2621,DNA-Binding-Sites,"(1764427, 1764445)",-,sufABCDSE,TU0-2621
12683,pheP terminator,TU0-8149,Rho-Independent-Terminators,"(603377, 603409)",+,pheP,TU0-8149
12684,PurR-hypoxanthine DNA-binding-site 20.5 bases upstream of purHp,TU00056,DNA-Binding-Sites,"(4207640, 4207656)",-,purHD,TU00056
12685,gcd terminator,TU0-7001,Rho-Independent-Terminators,"(138801, 138816)",-,gcd; gcd,TU0-7001; TU0-2042
12686,REPv173,REPV173,Repeat-Regions,"(2521539, 2521567)",+,,
12687,MetJ-SAM DNA-binding-site 27.5 bases downstream of ahpCp1,TU00074,DNA-Binding-Sites,"(638940, 638956)",+,ahpCF,TU00074
12688,gntK terminator,TU0-42512,Rho-Independent-Terminators,"(3577006, 3577038)",-,gntK,TU0-42512
12689,Fis DNA-binding-site 33 bases upstream of dmsAp1,TU00019,DNA-Binding-Sites,"(940783, 940798)",+,dmsABC,TU00019
12690,dapA-nlpB terminator,TU00256,Rho-Independent-Terminators,"(2597803, 2597824)",-,dapA-nlpB; bamC,TU00256; TU0-4161
12691,REP263b,REP263B,Repeat-Regions,"(3674439, 3674474)",-,,
12692,Fnr DNA-binding-site 107.5 bases downstream of narXp,TU00156,DNA-Binding-Sites,"(1277664, 1277678)",-,narXL,TU00156
12693,thrLABC terminator,TU00178,Rho-Independent-Terminators,"(5032, 5086)",+,thrLABC,TU00178
12694,IHF DNA-binding-site 173.5 bases upstream of csgDp3,TU0-45257,DNA-Binding-Sites,"(1103503, 1103533)",-,csgDEFG; csgDEFG,TU0-45257; TU00392
12695,folC-dedD terminator,TU0-13591,Rho-Independent-Terminators,"(2430850, 2430904)",-,folC-dedD,TU0-13591
12696,REPv10a,REPV10A,Repeat-Regions,"(138700, 138728)",+,,
12697,ModE-MoO42- DNA-binding-site 5 bases upstream of dmsAp2,TU0-1122,DNA-Binding-Sites,"(940861, 940885)",+,dmsABC,TU0-1122
12698,sibC terminator,TU0-14717,Rho-Independent-Terminators,"(3056957, 3056991)",+,sibC,TU0-14717
12699,H-NS DNA-binding-site regulating ssrSp1,TU0-36424,DNA-Binding-Sites,,+,ssrS; ssrS-ygfA,TU0-36424; TU0-13794
12700,valUXY-lysV terminator,TU00495,Rho-Independent-Terminators,"(2521485, 2521519)",+,valUXY-lysV,TU00495
12701,REP254b,REP254B,Repeat-Regions,"(3547938, 3547974)",-,,
12702,Nac DNA-binding-site regulating ygcS,TU0-13730,DNA-Binding-Sites,"(2897893, 2897910)",-,ygcS,TU0-13730
12703,carAB terminator,TU00109,Rho-Independent-Terminators,"(34087, 34120)",+,carAB; carAB,TU00109; TU00110
12704,H-NS DNA-binding-site (BS0-10641),javascript:void(0);,DNA-Binding-Sites,,,,
12705,mrp terminator,TU0-13518,Rho-Independent-Terminators,"(2192993, 2193034)",-,mrp,TU0-13518
12706,REPt56,REPT56,Repeat-Regions,"(654553, 654575)",+,,
12707,Lrp DNA-binding-site (BS0-9731),javascript:void(0);,DNA-Binding-Sites,"(4355169, 4355184)",,,
12708,lhr terminator,TU-8430,Rho-Independent-Terminators,"(1733711, 1733740)",+,lhr; rnt-lhr,TU-8430; TU00333
12709,NarL-Pasp59 DNA-binding-site 90 bases upstream of narKp1,TU00045,DNA-Binding-Sites,"(1277839, 1277846)",+,narK,TU00045
12710,rph-pyrE terminator,TU00334,Rho-Independent-Terminators,"(3815096, 3815119)",-,rph-pyrE,TU00334
12711,REP244,REP244,Repeat-Regions,"(3336920, 3336953)",-,,
12712,DnaA-ATP DNA-binding-site 48 bases upstream of nrdAp,TU00047,DNA-Binding-Sites,"(2344703, 2344712)",+,nrdAB-yfaE,TU00047
12713,mtlADR terminator (TERM0-1122),TU00193,Rho-Independent-Terminators,"(3776155, 3776175)",+,mtlADR,TU00193
12714,IHF DNA-binding-site 180 bases upstream of acsp,TU0-45241,DNA-Binding-Sites,"(4287565, 4287578)",-,acs-yjcHG; acs-yjcHG,TU0-45241; TU0-3723
12715,cyaR terminator,TU0-45185,Rho-Independent-Terminators,"(2167162, 2167200)",+,cyaR; cyaR; cyaR,TU0-45185; TU0-45184; TU0-13506
12716,REPt312b,REPT312B,Repeat-Regions,"(4229428, 4229446)",+,,
12717,Fis DNA-binding-site 71 bases upstream of glpTQp,TU00216,DNA-Binding-Sites,"(2352515, 2352530)",-,glpTQ; glpABC,TU00216; TU00030
12718,ecnB terminator,TU0-14682,Rho-Independent-Terminators,"(4376705, 4376731)",+,ecnB,TU0-14682
12719,Fis DNA-binding-site 73 bases upstream of leuQp,TU00521,DNA-Binding-Sites,"(4606498, 4606513)",-,leuQPV,TU00521
12720,ldrD terminator,TU0-8846,Rho-Independent-Terminators,"(3699899, 3699929)",-,ldrD,TU0-8846
12721,REP233b,REP233B,Repeat-Regions,"(3234691, 3234724)",-,,
12722,NhaR-Na+ DNA-binding-site 34 bases upstream of nhaAp1,TU00200,DNA-Binding-Sites,"(17416, 17433)",+,nhaAR,TU00200
12723,spy terminator,TU-8381,Rho-Independent-Terminators,"(1825057, 1825126)",-,spy,TU-8381
12724,Lrp DNA-binding-site (BS0-10194),javascript:void(0);,DNA-Binding-Sites,,,,
12725,bolA terminator,TU0-45284,Rho-Independent-Terminators,"(454844, 454865)",+,bolA; bolA; bolA,TU0-45284; TU00386; TU0-14251
12726,REPt26a,REPT26A,Repeat-Regions,"(354600, 354627)",+,,
12727,RbsR-D-ribose DNA-binding-site regulating udk-dcd,TU00370,DNA-Binding-Sites,"(2143220, 2143240)",-,udk-dcd,TU00370
12728,deoBD terminator,TU0-6646,Rho-Independent-Terminators,"(4621635, 4621659)",+,deoBD; deoCABD; deoCABD,TU0-6646; TU00018; TU00017
12729,Nac DNA-binding-site regulating ycgJ,TU0-8687,DNA-Binding-Sites,"(1226586, 1226603)",+,ycgJ,TU0-8687
12730,focA-pflB terminator,TU00379,Rho-Independent-Terminators,"(951207, 951266)",-,focA-pflB; focA-pflB; focA-pflB; pflB; pflB; pflB; pflB; pflB,TU00379; TU00378; TU00377; TU00384; TU00383; TU00382; TU00381; TU00380
12731,REP225a,REP225A,Repeat-Regions,"(3203145, 3203178)",+,,
12732,Lrp DNA-binding-site (BS0-9715),javascript:void(0);,DNA-Binding-Sites,"(3739571, 3739586)",,,
12733,rpoH terminator,TU0-45218,Rho-Independent-Terminators,"(3599887, 3599907)",-,rpoH; rpoH; rpoH; rpoH; rpoH; rpoH,TU0-45218; TU00426; TU00427; TU00084; TU00083; TU221
12734,LexA DNA-binding-site 63.5 bases upstream of ruvAp1,TU00353,DNA-Binding-Sites,"(1946078, 1946098)",-,ruvAB,TU00353
12735,glnK-amtB terminator,TU587,Rho-Independent-Terminators,"(474263, 474301)",+,glnK-amtB,TU587
12736,REPt220,REPT220,Repeat-Regions,"(3119562, 3119588)",+,,
12737,Lrp DNA-binding-site (BS0-9712),javascript:void(0);,DNA-Binding-Sites,"(4215071, 4215086)",,,
12738,ruvAB terminator (TERM0923),TU00353,Rho-Independent-Terminators,"(1944219, 1944248)",-,ruvAB; ruvAB,TU00353; TU0-6661
12739,LexA DNA-binding-site 19.5 bases upstream of ruvAp2,TU0-6661,DNA-Binding-Sites,"(1946026, 1946046)",-,ruvAB,TU0-6661
12740,rpiA terminator,TU0-7341,Rho-Independent-Terminators,"(3058644, 3058660)",-,rpiA,TU0-7341
12741,REP210c,REP210C,Repeat-Regions,"(3042441, 3042476)",+,,
12742,MalT-maltotriose-ATP DNA-binding-site 230.5 bases upstream of malKp,TU00123,DNA-Binding-Sites,"(4246501, 4246511)",+,malK-lamB-malM; malEFGH,TU00123; TU00038
12743,csrC terminator,TU0-4822,Rho-Independent-Terminators,"(4051241, 4051280)",+,csrC,TU0-4822
12744,Fis DNA-binding-site 134 bases upstream of rrsHp,TU0-45269,DNA-Binding-Sites,"(223344, 223359)",+,rrsH-ileV-alaV-rrlH-rrfH; rrsH-ileV-alaV-rrlH-rrfH,TU0-45269; TU0-1189
12745,REPt189,REPT189,Repeat-Regions,"(2717459, 2717484)",+,,
12746,DNA-binding transcriptional dual regulator Fur DNA-binding-site 31 bases downstream of entCp,TU00166,DNA-Binding-Sites,"(624852, 624871)",+,entCEBA-ybdB,TU00166
12747,Fis DNA-binding-site 76 bases upstream of aspVp,TU00489,DNA-Binding-Sites,"(236830, 236845)",+,aspV,TU00489
12748,REP19a,REP19A,Repeat-Regions,"(248148, 248183)",+,,
12749,SoxS DNA-binding-site 51.5 bases upstream of acnAp2,TU794,DNA-Binding-Sites,"(1335720, 1335740)",+,acnA,TU794
12750,Lrp DNA-binding-site (BS0-10174),javascript:void(0);,DNA-Binding-Sites,,,,
12751,REPt129c,REPT129C,Repeat-Regions,"(1816345, 1816374)",+,,
12752,PuuR DNA-binding-site 84.5 bases upstream of puuAp,TU0-13209,DNA-Binding-Sites,"(1361043, 1361063)",-,puuAP; puuDRCBE,TU0-13209; TU0-13210
12753,YeiE DNA-binding-site (BS0-10609),javascript:void(0);,DNA-Binding-Sites,,,,
12754,REPt101b,REPT101B,Repeat-Regions,"(1145977, 1146003)",+,,
12755,Nac DNA-binding-site regulating yaeF,TU0-12836,DNA-Binding-Sites,"(216619, 216636)",-,yaeF,TU0-12836
12756,Fnr DNA-binding-site (BS0-9696),javascript:void(0);,DNA-Binding-Sites,"(2947333, 2947348)",,,
12757,REP179b,REP179B,Repeat-Regions,"(2581663, 2581698)",+,,
12758,PhoP-Pasp51 DNA-binding-site 31 bases upstream of hemLp,TU0-7806,DNA-Binding-Sites,"(174944, 174961)",-,hemL,TU0-7806
12759,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 41.5 bases upstream of glpTQp,TU00216,DNA-Binding-Sites,"(2352482, 2352504)",-,glpTQ; glpABC,TU00216; TU00030
12760,REP85,REP85,Repeat-Regions,"(937225, 937260)",-,,
12761,DNA-binding transcriptional dual regulator Fur DNA-binding-site 3 bases downstream of gpmAp4,TU0-45252,DNA-Binding-Sites,"(787621, 787640)",-,gpmA; gpmA,TU0-45252; TU0-3382
12762,PdhR DNA-binding-site 35 bases upstream of ndhp,TU00158,DNA-Binding-Sites,"(1165949, 1165966)",+,ndh,TU00158
12763,REP165,REP165,Repeat-Regions,"(2348782, 2348817)",+,,
12764,CytR DNA-binding-site 70.5 bases upstream of deoCp2,TU00018,DNA-Binding-Sites,"(4617200, 4617216)",+,deoCABD,TU00018
12765,DNA-binding transcriptional activator Dan DNA-binding-site 134 bases upstream of ttdAp,TU00368,DNA-Binding-Sites,"(3206287, 3206294)",+,ttdABT,TU00368
12766,REP70,REP70,Repeat-Regions,"(786736, 786770)",-,,
12767,HcaR-HCA DNA-binding-site 42 bases upstream of hcaEp,TU0-7202,DNA-Binding-Sites,"(2668934, 2668947)",+,hcaEFCBD; hcaR,TU0-7202; TU0-7201
12768,Lrp DNA-binding-site (BS0-10158),javascript:void(0);,DNA-Binding-Sites,,,,
12769,REP161h,REP161H,Repeat-Regions,"(2304811, 2304846)",+,,
12770,PhoB-Pasp53 DNA-binding-site 57 bases upstream of cusRp,TU0-1822,DNA-Binding-Sites,"(595510, 595529)",-,cusRS; cusCFBA,TU0-1822; TU0-1821
12771,TorR-Pasp DNA-binding-site (BS0-10593),javascript:void(0);,DNA-Binding-Sites,,,,
12772,REP63a,REP63A,Repeat-Regions,"(707771, 707804)",-,,
12773,Nac DNA-binding-site regulating pinR,TU0-13237,DNA-Binding-Sites,"(1434155, 1434172)",-,pinR,TU0-13237
12774,Fnr DNA-binding-site (BS0-9680),javascript:void(0);,DNA-Binding-Sites,"(121623, 121638)",,,
12775,REP154b,REP154B,Repeat-Regions,"(2226434, 2226469)",+,,
12776,LexA DNA-binding-site 0.5 bases upstream of ftsKp1,TU0-14447,DNA-Binding-Sites,"(933128, 933148)",+,ftsK,TU0-14447
12777,Fnr DNA-binding-site 0.5 bases upstream of fnrp,TU00022,DNA-Binding-Sites,"(1399546, 1399560)",-,fnr,TU00022
12778,REP4a,REP4A,Repeat-Regions,"(39152, 39185)",+,,
12779,NtrC-Pasp DNA-binding-site 233 bases upstream of astCp2,TU0-1003,DNA-Binding-Sites,"(1832269, 1832286)",-,astCADBE,TU0-1003
