,id,name,transcription-direction,product,region,synonym,regulation,component
3667,ECOLI:G6922,ydiS,+,Protein,"(1781395, 1782684)",,,TU0-5322
3668,ECOLI:G6923,ydiT,+,Protein,"(1782681, 1782974)",,,TU0-5322
3669,ECOLI:G6924,selO,-,Protein,"(1789808, 1791244)",ydiU,,TU0-8482
3670,ECOLI:G6925,rflP,-,Protein,"(1791307, 1792020)",ydiV,REG0-16100; Transcription-Factor-Binding; REG0-14729; Transcription-Factor-Binding,TU0-13377
3671,ECOLI:G6928,ydiY,-,Protein,"(1805325, 1806083)",,,TU0-41842
3672,ECOLI:G6929,ydiZ,+,Protein,"(1807400, 1807690)",,,TU0-13381
3673,ECOLI:G6930,yniA,+,Protein,"(1807796, 1808656)",,,TU0-13382
3674,ECOLI:G6931,yniB,-,Protein,"(1808697, 1809233)",,REG0-14806; Transcription-Factor-Binding,TU0-8640
3675,ECOLI:G6932,hxpB,+,Protein,"(1809380, 1810048)",yniC,REG0-14807; Transcription-Factor-Binding,TU0-13383
3676,ECOLI:G6933,ydjM,+,Protein,"(1810211, 1810801)",,,TU0-8261
3677,ECOLI:G6934,tcyP,+,Protein,"(1810934, 1812325)",ydjN,,TU0-13384
3678,ECOLI:G6935,ydjO,-,Protein,"(1812329, 1813132)",,,TU0-13385
3679,ECOLI:G6936,cedA,-,Protein,"(1813421, 1813663)",ydjP,,TU781
3680,ECOLI:G6937,cho,+,Protein,"(1823515, 1824402)",ydjQ,REG0-14462; Transcription-Factor-Binding,TU0-8267
3681,ECOLI:G6938,ves,-,Protein,"(1824362, 1824937)",ydjR,,TU0-7361
3682,ECOLI:G6939,spy,-,Protein,"(1825140, 1825625)",,,TU-8381
3683,ECOLI:G6940,astE,-,Protein,"(1825955, 1826923)",ydjS,,TU0-1004; TU0-1003; TU0-1002
3684,ECOLI:G6941,astB,-,Protein,"(1826916, 1828259)",ydjT,,TU0-1004; TU0-1003; TU0-1002
3685,ECOLI:G6942,astD,-,Protein,"(1828256, 1829734)",ydjU,,TU0-1004; TU0-1003; TU0-1002
3686,ECOLI:G6943,astA,-,Protein,"(1829731, 1830765)",ydjV,,TU0-1004; TU0-1003; TU0-1002
3687,ECOLI:G6944,astC,-,Protein,"(1830762, 1831982)",ydjW; argM; cstC,REG0-16228; Transcription-Factor-Binding; REG0-15775; Transcription-Factor-Binding; REG0-15415; Transcription-Factor-Binding; REG0-15414; Transcription-Factor-Binding,TU0-1004; TU0-1003; TU0-1002
3688,ECOLI:G6945,ydjX,+,Protein,"(1833401, 1834111)",,,TU0-13388
3689,ECOLI:G6946,ydjY,+,Protein,"(1834116, 1834793)",,,TU0-13388
3690,ECOLI:G6947,ydjZ,+,Protein,"(1834808, 1835515)",,,TU0-13388
3691,ECOLI:G6948,ynjA,+,Protein,"(1835515, 1836063)",,,TU0-13388
3692,ECOLI:G6949,ynjB,+,Protein,"(1836073, 1837239)",,,TU0-13388
3693,ECOLI:G6950,ynjC,+,Protein,"(1837212, 1838747)",,,TU0-13388
3694,ECOLI:G6951,ynjD,+,Protein,"(1838747, 1839400)",,,TU0-13388
3695,ECOLI:G6952,ynjE,+,Protein,"(1839467, 1840774)",,,TU0-13389
3696,ECOLI:G6953,ynjF,-,Protein,"(1840783, 1841403)",,REG0-14808; Transcription-Factor-Binding,TU0-8641
3697,ECOLI:G6954,nudG,+,Protein,"(1841490, 1841897)",ynjG; orf135,,TU0-8814
3698,ECOLI:G6955,ynjH,-,Protein,"(1841863, 1842135)",,REG0-15646; Transcription-Factor-Binding; REG0-14809; Transcription-Factor-Binding; REG0-14320; Transcription-Factor-Binding,TU0-14800; TU0-8642
3699,ECOLI:G6956,ynjI,-,Protein,"(1843831, 1844871)",,,TU0-13390
3700,ECOLI:G6957,ydjF,-,Protein,"(1854096, 1854854)",,,TU0-13393
3701,ECOLI:G6958,ydjG,-,Protein,"(1854991, 1855971)",,,TU0-13394
3702,ECOLI:G6959,ydjH,-,Protein,"(1855981, 1856928)",,,TU0-13394
3703,ECOLI:G6960,ydjI,-,Protein,"(1856933, 1857769)",,,TU0-13394
3704,ECOLI:G6961,ydjJ,-,Protein,"(1857790, 1858833)",,,TU0-13394
3705,ECOLI:G6962,ydjK,-,Protein,"(1858850, 1860229)",,,TU0-13394
3706,ECOLI:G6963,ydjL,-,Protein,"(1860256, 1861332)",,,TU0-13394
3707,ECOLI:G6964,yeaC,-,Protein,"(1861702, 1861974)",,,TU0-13395
3708,ECOLI:G6966,yeaD,+,Protein,"(1863850, 1864734)",yzzQ,,TU0-4904; TU0-13398
3709,ECOLI:G6967,yeaE,-,Protein,"(1864782, 1865636)",,REG0-15614; Transcription-Factor-Binding; REG0-14298; Transcription-Factor-Binding,TU0-13399
3710,ECOLI:G6968,mipA,-,Protein,"(1865726, 1866472)",yeaF,,TU0-13400
3711,ECOLI:G6969,yeaG,+,Protein,"(1866908, 1868842)",,REG0-15615; Transcription-Factor-Binding,TU0-14632; TU0-3621
3712,ECOLI:G6970,yeaH,+,Protein,"(1868955, 1870238)",,,TU0-14632; TU0-3621
3713,ECOLI:G6971,cdgI,+,Protein,"(1870385, 1871860)",yeaI,REG0-16123; Transcription-Factor-Binding; REG0-16111; Transcription-Factor-Binding,TU0-13401
3714,ECOLI:G6972,dgcJ,+,Protein,"(1872041, 1873531)",yeaJ,REG0-16104; Transcription-Factor-Binding; REG0-15436; Transcription-Factor-Binding,TU0-13402
3715,ECOLI:G6973,yeaK,+,Protein,"(1873574, 1874077)",,,TU0-13403
3716,ECOLI:G6974,yoaI,-,Protein,"(1874078, 1874182)",,,TU0-8646
3717,ECOLI:G6975,yeaL,+,Protein,"(1874352, 1874798)",,,TU0-8712
3718,ECOLI:G6976,nimR,-,Protein,"(1874755, 1875576)",yeaM,,TU0-8713
3719,ECOLI:G6977,nimT,+,Protein,"(1875673, 1876854)",yeaN,,TU0-13404
3720,ECOLI:G6978,yeaO,+,Protein,"(1876909, 1877256)",,,TU0-13405
3721,ECOLI:G6979,yoaF,-,Protein,"(1877278, 1877532)",,,TU0-8644
3722,ECOLI:G6980,dgcP,+,Protein,"(1877715, 1878740)",yeaP,,TU0-8714
3723,ECOLI:G6981,yeaQ,-,Protein,"(1879007, 1879255)",,,TU0-13406
3724,ECOLI:G6982,yoaG,-,Protein,"(1879403, 1879585)",,,TU0-13407
3725,ECOLI:G6983,yeaR,-,Protein,"(1879589, 1879948)",,,TU0-13407
3726,ECOLI:G6984,leuE,-,Protein,"(1880121, 1880759)",yeaS,REG0-14380; Transcription-Factor-Binding,TU0-42526
3727,ECOLI:G6985,dmlR,-,Protein,"(1880886, 1881809)",yeaT,,TU0-13409
3728,ECOLI:G6986,dmlA,+,Protein,"(1881912, 1882997)",ttuC; yeaU,,TU0-13410
3729,ECOLI:G6987,yeaV,+,Protein,"(1883188, 1884633)",,,TU0-13411
3730,ECOLI:G6988,yeaW,+,Protein,"(1884665, 1885789)",,,TU0-13411
3731,ECOLI:G6989,yeaX,+,Protein,"(1885845, 1886810)",,,TU0-13412
3732,ECOLI:G6990,yeaY,-,Protein,"(1889951, 1890532)",,,TU0-13413; TU0-3464
3733,ECOLI:G6991,tsaB,-,Protein,"(1890572, 1891267)",yeaZ,,TU0-13413
3734,ECOLI:G6992,yoaA,-,Protein,"(1891325, 1893235)",,REG0-15888; Transcription-Factor-Binding,TU0-13414
3735,ECOLI:G6993,yoaB,+,Protein,"(1893367, 1893711)",,,TU0-13415
3736,ECOLI:G6994,yoaC,+,Protein,"(1894133, 1894432)",,REG0-16068; Transcription-Factor-Binding,TU0-13416
3737,ECOLI:G6995,yoaH,-,Protein,"(1894552, 1894731)",,REG0-15647; Transcription-Factor-Binding,TU0-8645
3738,ECOLI:G6996,pdeD,+,Protein,"(1898427, 1900025)",yoaD,,TU0-13418
3739,ECOLI:G6997,yoaE,-,Protein,"(1900029, 1901585)",,,TU0-8643
3740,ECOLI:G6998,yobD,+,Protein,"(1904801, 1905259)",,REG0-14321; Transcription-Factor-Binding,TU0-13419
3741,ECOLI:G6999,mntP,+,Protein,"(1905688, 1906254)",yebN,,TU0-13420
3742,ECOLI:G7000,yobF,-,Protein,"(1907448, 1907591)",,REG0-15994; Transcription-Factor-Binding; REG0-14812; Transcription-Factor-Binding; REG0-11858; RNA-Mediated-Translation-Regulation,TU0-14771; TU0-13422
3743,ECOLI:G7001,yebO,-,Protein,"(1908261, 1908548)",,,TU0-13423
3744,ECOLI:G7002,mgrB,-,Protein,"(1908623, 1908766)",yobG,,TU0-2447
3745,ECOLI:G7003,kdgR,-,Protein,"(1909308, 1910099)",yebP,,TU0-8841
3746,ECOLI:G7004,yebQ,+,Protein,"(1910276, 1911649)",,,TU0-8715
3747,ECOLI:G7005,msrC,-,Protein,"(1915631, 1916128)",yebR,,TU0-13426
3748,ECOLI:G7006,letA,+,Protein,"(1916258, 1917541)",yebS,,TU0-13427
3749,ECOLI:G7007,letB,+,Protein,"(1917510, 1920143)",yebT,,TU0-13427
3750,ECOLI:G7008,rsmF,+,Protein,"(1920223, 1921662)",yebU,,TU0-13428
3751,ECOLI:G7009,yebV,+,Protein,"(1921780, 1922016)",,,TU0-13429
3752,ECOLI:G7010,yebW,+,Protein,"(1922121, 1922312)",,,TU0-13430
3753,ECOLI:G7011,pphA,-,Protein,"(1922313, 1922969)",yebX; prpA,,TU0-45144; TU0-3463
3754,ECOLI:G7012,yebY,-,Protein,"(1923365, 1923706)",,,TU0-13432
3755,ECOLI:G7013,yebZ,-,Protein,"(1923719, 1924591)",,,TU0-13432
3756,ECOLI:G7014,yobA,-,Protein,"(1924595, 1924969)",,REG0-14810; Transcription-Factor-Binding,TU0-13432
3757,ECOLI:G7015,yobB,+,Protein,"(1925440, 1926096)",,REG0-14811; Transcription-Factor-Binding,TU0-13434
3758,ECOLI:G7016,exoX,+,Protein,"(1926120, 1926782)",yobC,,TU0-13434
3759,ECOLI:G7017,znuA,-,Protein,"(1941651, 1942583)",yzzP; yebL,REG0-16091; Transcription-Factor-Binding; REG0-14821; Transcription-Factor-Binding,TU0-4642
3760,ECOLI:G7018,znuC,+,Protein,"(1942662, 1943417)",yebM,,TU0-4604
3761,ECOLI:G7019,yecN,+,Protein,"(1952266, 1952661)",,,TU0-13443
3762,ECOLI:G7020,cmoA,+,Protein,"(1952702, 1953445)",yecO,,TU0-13443
3763,ECOLI:G7021,cmoB,+,Protein,"(1953442, 1954413)",yecP,,TU0-13443
3764,ECOLI:G7022,torZ,-,Protein,"(1954578, 1957007)",bisZ,,TU684
3765,ECOLI:G7023,torY,-,Protein,"(1957032, 1958132)",yecK,,TU684
3766,ECOLI:G7024,cutC,-,Protein,"(1958520, 1959266)",,,TU00451
3767,ECOLI:G7025,yecM,-,Protein,"(1959280, 1959846)",yecL,,TU00451
3768,ECOLI:G7026,yecT,+,Protein,"(1961972, 1962460)",,,TU0-13445
3769,ECOLI:G7027,flhE,-,Protein,"(1962580, 1962972)",,,TU-8405
3770,ECOLI:G7028,flhB,-,Protein,"(1965043, 1966191)",yecQ; flaG,,TU-8405
3771,ECOLI:G7029,insB5,-,Protein,"(1978518, 1979021)",,,TU0-13446
3772,ECOLI:G7030,insA5,-,Protein,"(1978940, 1979215)",,,TU0-13446
3773,ECOLI:G7031,uspC,+,Protein,"(1979753, 1980181)",yecG,,TU0-8535
3774,ECOLI:G7033,ftnB,+,Protein,"(1986925, 1987428)",yecI,REG0-14504; Transcription-Factor-Binding,TU0-14282; TU-8438
3775,ECOLI:G7035,yecR,+,Protein,"(1988222, 1988545)",,,TU-8399
3776,ECOLI:G7036,yecH,-,Protein,"(1989251, 1989490)",,,TU0-8717
3777,ECOLI:G7037,tcyL,-,Protein,"(1997811, 1998479)",yecS,,TU0-13453
3778,ECOLI:G7038,dcyD,-,Protein,"(1998494, 1999480)",yedO,REG0-14480; Transcription-Factor-Binding,TU0-13453
3779,ECOLI:G7039,tcyJ,-,Protein,"(1999585, 2000385)",yzzR; ssi7; fliY,REG0-16309; RNA-Mediated-Translation-Regulation,TU0-14515; TU00471; TU00415
3780,ECOLI:G7040,yedL,+,Protein,"(2010600, 2011079)",,,TU0-13457
3781,ECOLI:G7045,dsrB,-,Protein,"(2024635, 2024823)",,,TU0-8789
3782,ECOLI:G7046,yodD,+,Protein,"(2024986, 2025213)",,REG0-16113; Transcription-Factor-Binding,TU0-8648
3783,ECOLI:G7047,dsrA,-,RNA,"(2025223, 2025313)",,,TU0-8788
3784,ECOLI:G7048,yedP,+,Protein,"(2025511, 2026326)",,,TU0-8720
3785,ECOLI:G7049,dgcQ,-,Protein,"(2026323, 2028017)",yedQ,REG0-15439; Transcription-Factor-Binding,TU0-13460
3786,ECOLI:G7050,yodC,-,Protein,"(2028188, 2028370)",,REG0-15648; Transcription-Factor-Binding,TU0-13461
3787,ECOLI:G7051,drpB,-,Protein,"(2033119, 2033421)",yedR,,TU0-13463
3788,ECOLI:G7055,hchA,+,Protein,"(2035835, 2036686)",yzzC; yedU,REG0-14525; Transcription-Factor-Binding; REG0-13685; Transcription-Factor-Binding; REG0-13684; Transcription-Factor-Binding,TU0-14416; TU0-13466
3789,ECOLI:G7056,hprS,-,Protein,"(2036794, 2038152)",yedV,,TU0-13467
3790,ECOLI:G7057,hprR,-,Protein,"(2038152, 2038823)",yedW,REG0-16109; Transcription-Factor-Binding; REG0-14733; Transcription-Factor-Binding,TU0-13467
3791,ECOLI:G7058,hiuH,+,Protein,"(2038956, 2039369)",yedX,,TU0-13468
3792,ECOLI:G7059,msrP,+,Protein,"(2039478, 2040482)",yedY,,TU0-13468; TU0-13469
3793,ECOLI:G7060,msrQ,+,Protein,"(2040483, 2041118)",yedZ,,TU0-13468; TU0-13469
3794,ECOLI:G7061,zinT,+,Protein,"(2041375, 2042025)",yodA,,TU0-8330
3795,ECOLI:G7062,yodB,+,Protein,"(2042368, 2042898)",,,TU0-13470
3796,ECOLI:G7063,mtfA,+,Protein,"(2043651, 2044448)",yeeI,,TU0-13471
3797,ECOLI:G7064,yeeJ,+,Protein,"(2044938, 2052014)",,,TU0-13472
3798,ECOLI:G7067,shiA,+,Protein,"(2053643, 2054959)",yeeM,REG0-14648; Transcription-Factor-Binding,TU0-42474
3799,ECOLI:G7068,yeeN,+,Protein,"(2056858, 2057574)",,,TU0-13476
3800,ECOLI:G7069,asnW,-,RNA,"(2058027, 2058102)",,,TU0-3561
3801,ECOLI:G7070,yeeO,-,Protein,"(2058203, 2059846)",,,TU0-13477
3802,ECOLI:G7071,cbl,-,Protein,"(2059964, 2060914)",,REG0-16203; Transcription-Factor-Binding; REG0-15422; Transcription-Factor-Binding,TU0-1342
3803,ECOLI:G7072,nac,-,Protein,"(2061016, 2061933)",,REG0-15515; Transcription-Factor-Binding,TU65
3804,ECOLI:G7073,ldtA,-,Protein,"(2062391, 2063323)",yzzT; yeeG; erfK,,TU0-13478
3805,ECOLI:G7074,insH6,-,Protein,"(2066305, 2067285)",yi52_6; trs5-6,,TU0-13479
3806,ECOLI:G7076,insD3,-,Protein,"(2068952, 2069857)",yi22-3,,TU0-13480
3807,ECOLI:G7077,insC3,-,Protein,"(2069815, 2070180)",yi21-3,,TU0-13480
3808,ECOLI:G7080,flu,+,Protein,"(2071539, 2074658)",agn43; yzzX; yeeQ; agn,,TU0-14636; TU0-14635; TU0-2701
3809,ECOLI:G7081,yeeR,+,Protein,"(2074779, 2076311)",,,TU0-13483
3810,ECOLI:G7082,yeeS,+,Protein,"(2076308, 2076754)",,,TU0-13483
3811,ECOLI:G7083,yeeT,+,Protein,"(2076817, 2077038)",,,TU0-13483
3812,ECOLI:G7084,cbeA,+,Protein,"(2077112, 2077480)",yeeU,,TU0-13483
3813,ECOLI:G7085,cbtA,+,Protein,"(2077569, 2077943)",yeeV,,TU0-13483
3814,ECOLI:G7086,yeeW,+,Protein,"(2077940, 2078134)",,,TU0-13483
3815,ECOLI:G7087,tmaR,-,Protein,"(2079032, 2079361)",yeeX,,TU0-13485
3816,ECOLI:G7088,yeeY,-,Protein,"(2087329, 2088258)",,,TU0-13491
3817,ECOLI:G7089,yeeZ,-,Protein,"(2088304, 2089128)",,,TU0-13492
3818,ECOLI:G7090,wzzB,-,Protein,"(2097321, 2098301)",wzz; rol; cld,,TU0-13494
3819,ECOLI:G7091,ugd,-,Protein,"(2098447, 2099613)",yefA; udg; UDG8; pmrE,,TU0-13495
3820,ECOLI:G7092,insH7,-,Protein,"(2101895, 2102875)",yi52_7; trs5-7,,TU0-14362
3821,ECOLI:G7093,galF,-,Protein,"(2113434, 2114327)",wcaN; yefG,,TU0-14346
3822,ECOLI:G7094,wcaM,-,Protein,"(2114502, 2115896)",yefK,,TU0-13498
3823,ECOLI:G7095,wcaL,-,Protein,"(2115907, 2117127)",yefL,,TU0-13498
3824,ECOLI:G7096,wcaK,-,Protein,"(2117124, 2118404)",,,TU0-13498
3825,ECOLI:G7097,wzxC,-,Protein,"(2118680, 2120158)",wzx,,TU0-13499
3826,ECOLI:G7098,wcaJ,-,Protein,"(2120160, 2121554)",,,TU0-13499
3827,ECOLI:G7099,wcaF,-,Protein,"(2128340, 2128888)",,REG0-14680; Transcription-Factor-Binding,TU0-13499
3828,ECOLI:G7100,wcaE,-,Protein,"(2128904, 2129650)",,REG0-14679; Transcription-Factor-Binding,TU0-13499
3829,ECOLI:G7101,wcaD,-,Protein,"(2129661, 2130878)",,,TU0-13499
3830,ECOLI:G7102,wcaC,-,Protein,"(2130853, 2132070)",,,TU0-13499
3831,ECOLI:G7103,wcaB,-,Protein,"(2132067, 2132555)",,,TU00207
3832,ECOLI:G7104,wcaA,-,Protein,"(2132558, 2133397)",,,TU00207
3833,ECOLI:G7105,wzc,-,Protein,"(2133490, 2135652)",,REG0-14684; Transcription-Factor-Binding,TU0-14452; TU00207
3834,ECOLI:G7106,wzb,-,Protein,"(2135655, 2136098)",,REG0-14683; Transcription-Factor-Binding,TU0-14452; TU00207
3835,ECOLI:G7107,wza,-,Protein,"(2136104, 2137243)",,REG0-14682; Transcription-Factor-Binding,TU0-14452; TU00207
3836,ECOLI:G7108,yegH,+,Protein,"(2137902, 2139485)",,REG0-14734; Transcription-Factor-Binding,TU0-8723
3837,ECOLI:G7109,yegI,-,Protein,"(2149039, 2150985)",,,TU0-8724
3838,ECOLI:G7110,yegJ,+,Protein,"(2151185, 2151646)",,,TU0-8725
3839,ECOLI:G7111,pphC,-,Protein,"(2151711, 2152472)",yegK,,TU0-13501
3840,ECOLI:G7112,yegL,-,Protein,"(2152469, 2153128)",,REG0-14735; Transcription-Factor-Binding,TU0-13501
3841,ECOLI:G7113,mdtA,+,Protein,"(2154016, 2155263)",yegM,,TU0-7881
3842,ECOLI:G7114,mdtB,+,Protein,"(2155263, 2158385)",yegN,,TU0-7881
3843,ECOLI:G7115,mdtC,+,Protein,"(2158386, 2161463)",yegO,,TU0-7881
3844,ECOLI:G7117,yegP,+,Protein,"(2165189, 2165521)",,,TU0-13504
3845,ECOLI:G7118,trhP,+,Protein,"(2165668, 2167029)",yegQ,,TU0-13505
3846,ECOLI:G7119,ogrK,-,Protein,"(2167302, 2167520)",,,TU0-14353
3847,ECOLI:G7122,yegR,-,Protein,"(2167989, 2168306)",,REG0-14736; Transcription-Factor-Binding,TU0-7744
3848,ECOLI:G7123,yegS,+,Protein,"(2168712, 2169611)",,,TU0-8328
3849,ECOLI:G7125,insE5,+,Protein,"(2170236, 2170535)",,,TU0-13507
3850,ECOLI:G7126,insF5,+,Protein,"(2170532, 2171398)",tra5-4,,TU0-13507
3851,ECOLI:G7128,gatZ,-,Protein,"(2175059, 2176321)",,,TU0-14638; TU00169
3852,ECOLI:G7129,fbaB,-,Protein,"(2177512, 2178564)",dhnA,,TU0-8469
3853,ECOLI:G7130,yegT,+,Protein,"(2178821, 2180098)",,,TU0-13509
3854,ECOLI:G7131,yegU,+,Protein,"(2180095, 2181099)",,,TU0-13509
3855,ECOLI:G7132,yegV,+,Protein,"(2181096, 2182061)",,,TU0-13509
3856,ECOLI:G7133,yegW,-,Protein,"(2182035, 2182781)",,,TU0-13510
3857,ECOLI:G7134,yegX,-,Protein,"(2182833, 2183651)",,,TU0-13511
3858,ECOLI:G7135,thiD,-,Protein,"(2183716, 2184516)",thiA; thiJ,,TU0-13512
3859,ECOLI:G7137,rcnR,-,Protein,"(2185524, 2185796)",yohL,,TU0-13513
3860,ECOLI:G7138,rcnA,+,Protein,"(2185917, 2186741)",yohM,,TU0-13514
3861,ECOLI:G7139,rcnB,+,Protein,"(2186960, 2187298)",yohN,,TU0-13514; TU0-13515
3862,ECOLI:G7144,yeiS,+,Protein,"(2233600, 2233839)",,,TU0-13537
3863,ECOLI:G7145,preT,+,Protein,"(2234033, 2235271)",yeiT,,TU0-13538
3864,ECOLI:G7146,lpxT,+,Protein,"(2268854, 2269567)",yeiU,REG0-11718; RNA-Mediated-Translation-Regulation,TU0-44219; TU0-13549
3865,ECOLI:G7147,mepS,+,Protein,"(2269979, 2270545)",yeiV; spr,,TU0-42566; TU0-13550
3866,ECOLI:G7148,pdeN,+,Protein,"(2270726, 2272282)",rtn,,TU0-13551
3867,ECOLI:G7150,insH8,-,Protein,"(2289065, 2290045)",trs5-8; yi52_8,,TU0-8835
3868,ECOLI:G7152,yfaP,-,Protein,"(2327367, 2328143)",,REG0-15619; Transcription-Factor-Binding,TU0-13563
3869,ECOLI:G7153,yfaQ,-,Protein,"(2328148, 2329797)",,,TU0-13563
3870,ECOLI:G7156,yfaT,-,Protein,"(2334336, 2334959)",,,TU0-13563
3871,ECOLI:G7158,yfaU,-,Protein,"(2358042, 2358845)",,,TU0-14691; TU0-13565
3872,ECOLI:G7159,yfaV,-,Protein,"(2358863, 2360152)",,,TU0-14691; TU0-13565
3873,ECOLI:G7160,rhmD,-,Protein,"(2360209, 2361414)",yfaW,,TU0-14691; TU0-13566
3874,ECOLI:G7161,yfaX,-,Protein,"(2361429, 2362211)",,,TU0-14691; TU0-13566
3875,ECOLI:G7162,yfaY,-,Protein,"(2362431, 2363633)",,,TU0-13567
3876,ECOLI:G7163,yfaZ,-,Protein,"(2363733, 2364275)",,,TU0-13568
3877,ECOLI:G7164,nudI,+,Protein,"(2364554, 2364979)",yfaO,,TU0-8730
3878,ECOLI:G7165,ais,-,Protein,"(2365018, 2365620)",pagH; pmrG,,TU0-8766
3879,ECOLI:G7166,arnB,+,Protein,"(2365910, 2367067)",pmrH; yfbE,,TU0-13569
3880,ECOLI:G7167,arnC,+,Protein,"(2367071, 2368039)",pmrF; yfbF,,TU0-13569
3881,ECOLI:G7168,arnA,+,Protein,"(2368039, 2370021)",SAF; yfbG; pmrI,,TU0-13569
3882,ECOLI:G7169,arnD,+,Protein,"(2370018, 2370908)",pmrJ; yfbH,,TU0-13569
3883,ECOLI:G7170,arnT,+,Protein,"(2370908, 2372560)",yfbI; pmrK,,TU0-13569
3884,ECOLI:G7171,arnF,+,Protein,"(2372892, 2373278)",yfbJ,,TU0-13569
3885,ECOLI:G7172,pmrD,-,Protein,"(2373272, 2373538)",,,TU0-13570
3886,ECOLI:G7173,elaB,-,Protein,"(2380722, 2381027)",yfbD,,TU0-13571
3887,ECOLI:G7174,elaA,-,Protein,"(2381082, 2381543)",yfbC,,TU0-13572
3888,ECOLI:G7175,rbn,+,Protein,"(2381608, 2382525)",zipD; ecoZ; rnz; elaC,REG0-15942; RNA-Mediated-Translation-Regulation,TU0-13573
3889,ECOLI:G7176,elaD,+,Protein,"(2382713, 2383924)",,,TU0-13574
3890,ECOLI:G7177,yfbK,-,Protein,"(2383995, 2385722)",,,TU0-8731
3891,ECOLI:G7178,yfbL,+,Protein,"(2385860, 2386831)",,,TU0-13575
3892,ECOLI:G7179,yfbM,+,Protein,"(2386934, 2387437)",,,TU0-13576
3893,ECOLI:G7180,yfbN,-,Protein,"(2387710, 2388426)",,REG0-14302; Transcription-Factor-Binding,TU0-8732
3894,ECOLI:G7181,yfbO,+,Protein,"(2388635, 2389057)",,REG0-14303; Transcription-Factor-Binding,TU0-13577
3895,ECOLI:G7182,yfbP,+,Protein,"(2389116, 2389964)",,,TU0-13578
3896,ECOLI:G7184,alaA,+,Protein,"(2407561, 2408778)",yfbQ,REG0-15390; Transcription-Factor-Binding,TU0-36413; TU0-13579
3897,ECOLI:G7185,yfbR,+,Protein,"(2408862, 2409461)",,,TU0-36413; TU0-13580
3898,ECOLI:G7186,yfbS,-,Protein,"(2409520, 2411352)",,,TU0-13581
3899,ECOLI:G7187,hxpA,-,Protein,"(2411439, 2412089)",yfbT,REG0-14304; Transcription-Factor-Binding,TU0-13582
3900,ECOLI:G7188,yfbU,-,Protein,"(2412100, 2412594)",,REG0-14305; Transcription-Factor-Binding,TU0-13582
3901,ECOLI:G7189,yfbV,-,Protein,"(2412677, 2413132)",,,TU0-13583
3902,ECOLI:G7190,yfcC,+,Protein,"(2417081, 2418601)",,REG0-14411; Transcription-Factor-Binding; REG0-13698; Transcription-Factor-Binding,TU0-13584
3903,ECOLI:G7191,yfcD,-,Protein,"(2418634, 2419176)",,,TU0-13585
3904,ECOLI:G7192,yfcE,-,Protein,"(2419234, 2419788)",,,TU0-13586
3905,ECOLI:G7193,yfcF,-,Protein,"(2419841, 2420485)",,,TU0-13587
3906,ECOLI:G7194,yfcG,+,Protein,"(2420621, 2421268)",,,TU0-13588
3907,ECOLI:G7195,folX,+,Protein,"(2421325, 2421687)",,,TU0-13589
3908,ECOLI:G7196,yfcH,+,Protein,"(2421708, 2422601)",,,TU0-13589
3909,ECOLI:G7197,rpnB,-,Protein,"(2422649, 2423539)",yfcI,,TU0-13590
3910,ECOLI:G7198,yfcJ,-,Protein,"(2438942, 2440120)",,,TU0-13592
3911,ECOLI:G7199,mnmC,+,Protein,"(2441764, 2443770)",yfcK; trmC,,TU0-8823
3912,ECOLI:G7200,yfcL,-,Protein,"(2443891, 2444169)",,,TU0-13593
3913,ECOLI:G7201,epmC,-,Protein,"(2444203, 2444751)",yfcM,,TU0-13593
3914,ECOLI:G7202,smrB,+,Protein,"(2448606, 2449157)",yfcN,,TU0-8733
3915,ECOLI:G7203,yfcO,-,Protein,"(2449228, 2450049)",,REG0-14741; Transcription-Factor-Binding; REG0-14306; Transcription-Factor-Binding,TU0-13594
3916,ECOLI:G7204,yfcP,-,Protein,"(2450051, 2450590)",,REG0-14742; Transcription-Factor-Binding,TU0-13594
3917,ECOLI:G7205,yfcQ,-,Protein,"(2450587, 2451075)",,,TU0-13594
3918,ECOLI:G7206,yfcR,-,Protein,"(2451072, 2451584)",,,TU0-13594
3919,ECOLI:G7207,yfcS,-,Protein,"(2451584, 2452336)",,,TU0-13594
3920,ECOLI:G7210,yfcV,-,Protein,"(2455083, 2455646)",,REG0-14307; Transcription-Factor-Binding,TU0-13595
3921,ECOLI:G7211,sixA,-,Protein,"(2456327, 2456812)",yfcW,,TU0-45192; TU0-3481
3922,ECOLI:G7212,fadJ,-,Protein,"(2457015, 2459159)",yfcX,,TU0-5321
3923,ECOLI:G7213,fadI,-,Protein,"(2459159, 2460469)",yfcY,REG0-16226; Transcription-Factor-Binding; REG0-16213; Transcription-Factor-Binding; REG0-15450; Transcription-Factor-Binding; REG0-15449; Transcription-Factor-Binding,TU0-5321
3924,ECOLI:G7214,yfcZ,-,Protein,"(2460650, 2460934)",,REG0-15996; Transcription-Factor-Binding; REG0-14412; Transcription-Factor-Binding; REG0-14358; Transcription-Factor-Binding,TU0-13597
3925,ECOLI:G7215,yfdF,+,Protein,"(2463012, 2464070)",,,TU0-13598
3926,ECOLI:G7216,mlaA,-,Protein,"(2464252, 2465007)",vacJ,,TU0-8537
3927,ECOLI:G7217,yfdC,+,Protein,"(2465301, 2466233)",,,TU0-13599
